hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,112,2017,March,11,13,1,0,2,0.0,0,BB,CHN,Groups,TA/TO,0,0,0,E,E,0,No Deposit,66.0,,0,Transient-Party,50.0,0,0,Check-Out,2017-03-14
City Hotel,0,135,2015,December,49,5,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,0.0,0,0,Check-Out,2015-12-08
City Hotel,0,223,2017,August,32,11,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.5,0,1,Check-Out,2017-08-13
City Hotel,0,0,2016,May,20,13,0,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,K,0,No Deposit,21.0,,0,Transient,90.0,0,0,Check-Out,2016-05-15
Resort Hotel,0,185,2016,April,17,18,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298.0,,0,Transient-Party,54.5,0,0,Check-Out,2016-04-20
City Hotel,1,15,2016,January,4,18,1,2,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,87.0,0,0,Canceled,2016-01-03
City Hotel,0,66,2017,February,5,4,1,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,71.28,0,1,Check-Out,2017-02-06
City Hotel,0,16,2017,January,1,6,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,156.0,0,1,Check-Out,2017-01-07
Resort Hotel,0,78,2016,December,53,31,2,1,3,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,326.33,1,1,Check-Out,2017-01-03
Resort Hotel,0,38,2016,May,19,4,2,6,2,0.0,0,HB,CHE,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,,0,Transient,155.0,0,0,Check-Out,2016-05-12
Resort Hotel,0,104,2016,June,25,12,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient-Party,78.0,0,1,Check-Out,2016-06-13
City Hotel,1,42,2017,June,25,20,2,7,2,0.0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,1,Canceled,2017-06-20
City Hotel,1,26,2016,June,24,8,0,3,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,163.67,0,0,Canceled,2016-06-01
City Hotel,1,166,2016,November,45,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,110.0,0,0,Canceled,2016-07-13
City Hotel,0,262,2017,January,2,9,1,2,2,0.0,0,BB,ALB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,81.9,0,2,Check-Out,2017-01-12
Resort Hotel,0,43,2016,October,45,31,1,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,66.48,1,2,Check-Out,2016-11-05
City Hotel,0,159,2017,July,28,11,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,89.1,0,1,Check-Out,2017-07-12
City Hotel,0,55,2016,September,36,1,1,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,142.2,0,2,Check-Out,2016-09-05
Resort Hotel,0,43,2016,March,13,26,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,79.67,1,2,Check-Out,2016-03-29
Resort Hotel,0,30,2016,March,11,11,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,375.0,,0,Transient-Party,25.0,0,0,Check-Out,2016-03-13
City Hotel,1,220,2017,August,35,30,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1,Canceled,2017-01-29
Resort Hotel,0,53,2017,February,5,4,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,99.43,0,1,Check-Out,2017-02-11
City Hotel,1,13,2016,June,27,26,2,0,1,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,1,Canceled,2016-06-22
City Hotel,1,61,2017,January,4,25,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,326.0,,0,Transient,80.0,0,0,Canceled,2016-11-25
City Hotel,0,104,2017,January,1,5,0,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,75.0,0,1,Check-Out,2017-01-07
City Hotel,0,214,2016,August,34,18,2,6,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,100.51,0,1,Check-Out,2016-08-26
Resort Hotel,0,53,2015,July,31,27,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,242.0,,0,Transient,146.56,0,1,Check-Out,2015-08-03
Resort Hotel,0,315,2016,September,36,2,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314.0,,0,Transient,86.4,0,0,Check-Out,2016-09-09
Resort Hotel,1,51,2015,October,44,31,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,51.84,0,2,Canceled,2015-09-21
Resort Hotel,1,201,2016,August,34,15,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,140.0,0,1,Canceled,2016-06-21
City Hotel,0,44,2017,January,1,1,1,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,65.0,0,0,Check-Out,2017-01-02
City Hotel,0,0,2016,September,39,21,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,,0,Transient,201.16,0,1,Check-Out,2016-09-22
City Hotel,1,200,2015,September,37,12,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,86.0,0,0,Canceled,2015-07-09
City Hotel,0,1,2017,February,9,27,1,1,1,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.0,0,0,Check-Out,2017-03-01
City Hotel,0,4,2017,May,18,5,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,232.0,0,1,Check-Out,2017-05-06
Resort Hotel,0,3,2017,January,3,19,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,96.0,,0,Transient,30.0,0,2,Check-Out,2017-01-20
City Hotel,0,201,2016,July,29,12,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,81.82,0,0,Check-Out,2016-07-16
City Hotel,0,8,2016,January,3,13,0,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,69.5,0,0,Check-Out,2016-01-16
Resort Hotel,0,40,2017,January,3,16,1,2,1,0.0,0,Undefined,ESP,Groups,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient-Party,55.0,0,0,Check-Out,2017-01-19
City Hotel,0,21,2015,December,51,17,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient-Party,65.0,0,0,Check-Out,2015-12-19
City Hotel,1,261,2016,December,50,10,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,67.5,0,0,Canceled,2016-03-24
Resort Hotel,1,45,2017,August,31,5,2,4,2,2.0,0,HB,MAR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,378.0,0,0,Canceled,2017-06-23
Resort Hotel,0,0,2016,December,51,13,0,0,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2016-12-13
City Hotel,0,70,2017,March,11,13,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,0,Check-Out,2017-03-17
City Hotel,0,20,2016,October,44,27,0,1,2,0.0,0,SC,NLD,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2016-10-28
City Hotel,0,121,2016,August,33,8,2,5,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,2,No Deposit,14.0,,0,Transient,166.25,0,0,Check-Out,2016-08-15
Resort Hotel,1,149,2016,August,32,1,3,6,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,176.44,0,2,Canceled,2016-04-27
Resort Hotel,0,3,2017,January,1,6,0,2,3,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Transient-Party,74.0,0,1,Check-Out,2017-01-08
City Hotel,0,27,2017,February,8,21,0,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2017-02-24
City Hotel,0,210,2016,August,34,15,1,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,90.95,0,1,Check-Out,2016-08-19
City Hotel,1,109,2016,December,50,6,1,5,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,3,Canceled,2016-09-22
City Hotel,1,478,2017,August,32,8,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2017-07-04
City Hotel,0,5,2017,June,26,28,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,4,28,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2017-06-29
City Hotel,0,307,2017,May,19,11,0,1,2,0.0,0,BB,MOZ,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,467.0,,0,Transient-Party,89.1,0,0,Check-Out,2017-05-12
City Hotel,1,79,2016,July,28,6,1,4,1,0.0,0,BB,UKR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,129.96,0,0,Canceled,2016-04-19
Resort Hotel,1,2,2016,March,10,4,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,75.0,0,1,No-Show,2016-03-04
Resort Hotel,0,1,2015,November,47,21,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,339.0,,0,Transient,55.0,0,0,Check-Out,2015-11-22
City Hotel,1,29,2017,June,22,3,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,0,Canceled,2017-05-22
City Hotel,0,39,2015,August,33,14,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Check-Out,2015-08-16
City Hotel,0,1,2017,January,1,7,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,69.99,0,0,Check-Out,2017-01-10
City Hotel,0,239,2017,July,27,5,0,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,3,Check-Out,2017-07-09
City Hotel,1,150,2017,July,30,28,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,0,Canceled,2017-02-28
City Hotel,0,121,2016,August,34,18,2,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,2,Check-Out,2016-08-23
City Hotel,0,45,2016,August,36,28,2,1,2,1.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,106.5,0,1,Check-Out,2016-08-31
City Hotel,0,16,2016,June,24,8,0,1,2,0.0,0,BB,CYP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,92.65,0,0,Check-Out,2016-06-09
City Hotel,0,116,2017,March,12,24,0,2,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,171.0,,0,Transient-Party,90.0,0,0,Check-Out,2017-03-26
Resort Hotel,1,168,2016,April,18,28,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257.0,,0,Transient,80.0,0,0,Canceled,2016-01-19
Resort Hotel,1,36,2016,July,31,29,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,209.0,0,0,Canceled,2016-07-17
City Hotel,0,0,2017,June,26,29,0,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,148.0,0,1,Check-Out,2017-07-01
Resort Hotel,0,322,2016,June,26,22,0,3,2,0.0,0,HB,POL,Groups,Direct,0,0,0,A,A,0,No Deposit,,,75,Transient-Party,92.0,0,0,Check-Out,2016-06-25
City Hotel,1,134,2017,June,23,7,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,110.0,0,0,Canceled,2017-01-24
City Hotel,1,78,2017,January,1,4,0,1,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,138.6,0,1,Canceled,2016-11-02
Resort Hotel,1,277,2015,October,41,5,4,10,2,0.0,0,HB,GBR,Groups,Direct,0,1,0,D,D,0,Non Refund,273.0,,0,Transient,78.5,0,0,Canceled,2015-10-02
City Hotel,1,2,2016,March,11,10,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,0,No-Show,2016-03-10
Resort Hotel,0,2,2017,February,8,22,0,3,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,,0,Transient,113.0,0,2,Check-Out,2017-02-25
City Hotel,1,115,2016,March,13,20,2,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,41.0,,22,Transient,70.0,0,0,Canceled,2015-12-18
Resort Hotel,1,24,2015,July,30,19,2,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,214.0,0,0,Canceled,2015-06-29
City Hotel,0,18,2017,March,9,2,1,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,97.2,1,0,Check-Out,2017-03-06
City Hotel,0,12,2016,March,11,7,1,1,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,86.0,0,1,Check-Out,2016-03-09
City Hotel,1,25,2016,November,48,25,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,96.9,0,0,Canceled,2016-11-18
City Hotel,0,28,2016,June,23,2,0,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,9.0,,0,Transient,332.57,0,1,Check-Out,2016-06-05
Resort Hotel,0,201,2017,July,31,31,1,4,2,0.0,0,HB,CHE,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,219.32,0,3,Check-Out,2017-08-05
City Hotel,0,55,2015,November,47,15,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,60.0,0,0,Check-Out,2015-11-20
City Hotel,0,265,2016,June,26,24,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-06-26
City Hotel,0,46,2016,March,11,11,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,A,0,No Deposit,14.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-03-14
City Hotel,0,9,2015,December,50,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient-Party,65.0,0,0,Check-Out,2015-12-11
Resort Hotel,0,40,2015,August,35,29,2,3,2,0.0,0,HB,ITA,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,142.0,0,1,Check-Out,2015-09-03
Resort Hotel,0,229,2017,August,31,4,2,5,2,1.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,169.28,0,0,Check-Out,2017-08-11
City Hotel,0,139,2016,May,19,5,1,3,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,99.45,0,2,Check-Out,2016-05-09
Resort Hotel,0,39,2016,April,18,27,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,97.0,1,0,Check-Out,2016-04-30
Resort Hotel,0,65,2016,July,31,29,1,2,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,192.67,0,1,Check-Out,2016-08-01
City Hotel,1,175,2017,May,20,19,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,110.0,0,0,Canceled,2016-11-25
Resort Hotel,0,88,2015,October,44,25,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,243.0,,0,Contract,50.03,0,2,Check-Out,2015-11-01
Resort Hotel,1,3,2017,August,31,5,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,230.0,0,1,Canceled,2017-08-03
City Hotel,1,277,2016,October,43,20,2,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,84.15,0,0,Canceled,2016-01-17
City Hotel,0,183,2017,May,22,28,2,0,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,108.0,0,1,Check-Out,2017-05-30
City Hotel,0,209,2017,June,22,2,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,1,Check-Out,2017-06-06
Resort Hotel,0,30,2017,March,10,10,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,,0,Transient,100.0,0,0,Check-Out,2017-03-12
City Hotel,0,29,2017,March,13,26,2,0,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.0,0,2,Check-Out,2017-03-28
Resort Hotel,0,1,2016,November,45,4,0,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,3,Check-Out,2016-11-06
City Hotel,0,35,2016,March,13,21,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,112.5,0,1,Check-Out,2016-03-24
City Hotel,0,86,2015,September,37,9,0,2,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,68.0,0,Transient-Party,100.0,0,0,Check-Out,2015-09-11
Resort Hotel,0,110,2015,October,41,6,2,5,2,0.0,1,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,52.8,0,1,Check-Out,2015-10-13
Resort Hotel,0,2,2016,May,19,1,2,4,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,135.0,0,0,Check-Out,2016-05-07
Resort Hotel,1,152,2016,August,32,2,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,162.0,0,1,Canceled,2016-07-13
Resort Hotel,1,69,2015,December,53,31,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,93.6,0,1,Canceled,2015-10-29
Resort Hotel,0,1,2016,January,4,23,0,1,2,0.0,1,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,62.0,0,2,Check-Out,2016-01-24
City Hotel,0,8,2017,January,4,23,1,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,0,Check-Out,2017-01-25
City Hotel,1,186,2017,May,22,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,130.0,0,0,Canceled,2016-11-25
City Hotel,1,105,2017,June,25,18,2,5,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2017-03-05
Resort Hotel,0,275,2016,April,16,10,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,No Deposit,273.0,,0,Transient-Party,74.45,0,0,Check-Out,2016-04-17
Resort Hotel,0,37,2017,February,8,25,2,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,95.0,,0,Transient,34.0,0,0,Check-Out,2017-03-01
Resort Hotel,0,252,2017,April,16,22,2,5,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,2,No Deposit,273.0,,0,Transient,75.09,0,0,Check-Out,2017-04-29
City Hotel,1,5,2016,August,32,1,1,1,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,1,Canceled,2016-07-29
City Hotel,0,4,2017,April,17,25,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Transient,199.0,0,2,Check-Out,2017-04-27
City Hotel,1,198,2016,September,39,22,0,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.3,0,3,Canceled,2016-08-31
City Hotel,1,212,2016,May,21,20,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,78.0,0,0,Canceled,2016-05-17
City Hotel,1,29,2017,March,11,15,0,3,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,115.2,0,0,No-Show,2017-03-15
City Hotel,0,82,2016,July,30,23,2,1,0,2.0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,97.54,0,1,Check-Out,2016-07-26
Resort Hotel,0,194,2017,July,29,17,3,8,2,1.0,0,HB,CHE,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,189.85,0,0,Check-Out,2017-07-28
City Hotel,0,103,2017,May,20,19,1,2,1,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,1,Check-Out,2017-05-22
City Hotel,0,2,2016,March,14,27,2,2,3,0.0,0,BB,IRN,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Transient,147.0,0,2,Check-Out,2016-03-31
City Hotel,0,2,2017,August,31,3,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,509.0,,0,Transient-Party,166.0,0,1,Check-Out,2017-08-04
City Hotel,0,265,2016,June,26,24,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-06-26
Resort Hotel,1,85,2017,February,5,1,0,4,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,72.0,0,1,Canceled,2016-11-13
Resort Hotel,0,96,2017,March,11,12,4,7,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,4,No Deposit,,,0,Transient-Party,74.18,0,0,Check-Out,2017-03-23
City Hotel,0,107,2016,November,46,6,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,89.0,,0,Transient,117.28,0,0,Check-Out,2016-11-10
City Hotel,1,34,2015,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,0,Transient,90.0,0,0,Canceled,2015-11-17
City Hotel,1,50,2015,October,43,24,1,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,75.0,0,0,Canceled,2015-10-07
Resort Hotel,1,42,2017,July,30,29,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,220.0,0,0,Canceled,2017-07-11
Resort Hotel,1,175,2017,April,14,6,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,0,Canceled,2017-02-22
Resort Hotel,0,21,2016,October,44,29,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,135.0,0,1,Check-Out,2016-11-01
Resort Hotel,1,236,2016,May,20,12,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315.0,,0,Transient-Party,48.0,0,0,Canceled,2015-09-28
Resort Hotel,1,44,2016,November,47,19,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,0,Canceled,2016-10-07
City Hotel,1,101,2016,April,16,14,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,130.0,0,0,Canceled,2016-04-12
City Hotel,1,52,2016,December,51,17,2,4,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.9,0,1,Canceled,2016-11-04
City Hotel,1,28,2016,February,6,5,2,7,1,0.0,0,BB,CPV,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,101.78,0,0,No-Show,2016-02-05
City Hotel,0,53,2015,August,35,24,1,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-08-26
